,Variable 0,Variable 1,Variable 2,Variable 3
775,3.8,279.06,17.89,55.63
776,7.6,309.76,16.31,73.94
777,2.99,317.47,17.19,72.56
778,2.46,426.65,18.95,86.38
779,3.55,399.53,20.93,86.38
780,1.64,332.82,23.81,45.59
781,2.29,304.88,24.2,68.47
782,1.76,267.53,23.28,36.82
783,2.08,158.24,18.59,15.76
784,2.7,118.06,18.21,23.29
785,3.33,75.0,13.99,6.24
786,5.58,213.41,13.87,69.71
787,2.95,308.47,14.94,76.91
788,2.69,208.65,14.88,34.41
789,1.74,82.53,11.42,11.94
790,1.87,285.41,16.21,33.53
791,1.49,160.93,17.17,22.33
792,1.68,65.59,11.24,20.56
793,4.42,129.06,11.71,45.44
794,3.64,160.94,14.84,17.75
795,2.94,294.41,21.01,24.31
796,3.45,151.0,15.85,25.81
797,2.42,322.24,18.46,45.56
798,1.12,86.82,13.12,3.18
799,3.26,253.88,14.77,59.35
800,1.56,181.71,14.36,17.71
801,2.89,109.76,15.43,3.18
802,4.54,119.35,14.06,31.76
803,3.89,282.47,19.2,3.0
804,2.85,67.06,11.37,25.5
805,2.33,217.06,10.14,21.18
806,4.79,77.94,6.55,40.53
807,4.88,74.41,6.36,19.38
808,3.21,90.29,7.23,9.35
809,1.59,71.76,6.9,13.88
810,1.97,44.65,5.2,13.0
811,6.41,54.65,5.89,12.59
812,5.01,24.41,6.12,10.53
813,3.91,27.76,5.33,19.63
814,2.91,77.29,6.65,16.75
815,3.45,134.06,7.46,23.44
816,3.44,198.41,8.26,24.81
817,3.36,225.88,9.23,22.06
818,2.24,69.47,6.6,19.38
819,3.19,56.94,6.1,11.81
820,1.71,61.24,5.51,17.5
821,3.38,580.71,19.39,86.24
822,4.72,583.41,18.66,91.55
823,2.82,571.24,23.96,113.0
824,4.24,154.47,12.65,72.76
825,5.16,297.65,12.82,77.06
826,2.52,395.94,16.48,73.47
827,4.35,574.0,24.59,125.94
828,2.34,433.65,22.49,128.24
829,3.15,179.59,14.06,20.65
830,3.59,300.24,15.4,61.44
831,5.75,481.88,20.95,111.63
832,2.67,566.0,23.76,132.94
833,4.49,426.41,21.19,98.0
834,2.61,211.12,20.43,78.69
835,4.11,550.18,24.26,125.63
836,1.84,415.88,25.47,101.13
837,2.6,392.53,21.51,86.25
838,3.36,194.88,18.51,56.81
839,4.21,46.59,11.29,34.82
840,1.51,232.06,16.16,82.88
841,2.22,178.53,16.53,56.71
842,3.59,560.94,22.86,113.0
843,2.43,341.76,18.54,103.71
844,3.42,376.76,23.15,82.29
845,4.89,335.65,17.72,80.18
846,3.7,268.12,17.32,73.71
847,3.19,197.71,14.04,49.88
848,1.58,317.59,17.21,79.35
849,2.68,526.69,19.53,109.81
850,3.03,505.25,16.95,117.5
851,2.09,668.64,23.79,124.62
852,1.62,606.88,28.19,180.56
853,4.65,330.0,27.48,125.63
854,5.41,480.53,20.98,94.63
855,4.92,245.82,14.28,73.0
856,5.64,324.18,12.69,78.56
857,4.85,433.53,16.05,80.69
858,2.79,338.0,20.48,63.55
859,1.89,546.29,27.55,109.94
860,3.85,471.47,15.86,77.38
861,2.72,235.65,12.28,59.38
862,4.54,394.29,15.46,72.94
863,5.05,376.47,20.36,112.06
864,4.14,532.65,23.49,130.41
865,2.24,333.88,20.34,75.41
866,3.25,564.82,23.24,149.06
867,5.68,306.0,20.37,134.0
868,1.88,283.75,21.93,108.0
869,3.77,669.13,27.37,145.93
870,4.53,532.82,27.16,159.75
871,3.24,622.76,26.43,128.31
872,4.49,600.47,25.31,153.29
873,6.55,527.0,25.08,82.59
874,2.42,610.12,25.62,118.88
875,4.02,632.18,30.84,156.06
876,2.09,428.0,30.34,165.38
877,2.68,581.53,31.24,135.94
878,3.01,438.65,31.0,158.38
879,3.37,368.24,27.7,134.0
880,2.44,400.06,27.97,129.76
881,5.02,416.46,21.68,99.29
882,3.58,337.0,20.8,114.42
883,3.41,500.41,23.9,115.13
884,2.61,577.18,27.36,140.5
885,4.94,621.59,30.76,135.25
886,3.98,561.87,32.39,130.4
887,2.61,518.63,31.81,142.94
888,2.74,379.35,28.15,161.29
889,1.88,208.5,21.5,99.5
890,2.31,177.18,20.94,82.81
891,1.22,113.65,19.66,17.41
892,1.95,566.8,32.17,169.79
893,2.63,466.12,31.32,144.38
894,1.67,587.65,33.39,166.44
895,2.52,448.88,29.89,148.13
896,1.46,549.88,32.21,192.75
897,1.86,548.76,34.27,194.59
898,1.94,553.65,34.74,195.25
899,2.11,486.88,28.82,157.81
900,1.98,228.29,25.88,161.44
901,1.67,539.12,31.22,156.63
902,4.04,388.18,25.42,127.13
903,1.45,563.0,30.23,149.07
904,1.36,504.82,32.5,171.13
905,1.79,546.29,35.1,198.63
906,2.37,434.12,34.15,203.31
907,2.05,526.47,33.16,184.53
908,2.14,431.94,27.53,125.47
909,2.13,241.47,23.45,56.18
910,2.69,508.76,28.51,129.29
911,2.35,234.53,24.38,69.76
912,2.38,325.94,22.33,80.29
913,4.73,235.47,18.35,75.47
914,3.32,402.65,20.29,87.88
915,2.94,526.0,20.54,81.65
916,1.98,525.18,21.99,88.53
917,1.46,540.59,25.71,136.59
918,3.94,396.0,24.75,159.59
919,7.76,425.24,18.65,85.24
920,4.16,114.53,15.58,60.35
921,3.79,449.0,22.07,91.59
922,1.46,536.94,27.54,123.41
923,1.62,438.59,29.47,137.06
924,2.42,443.59,27.66,147.63
925,4.08,420.06,23.41,91.53
926,2.65,260.18,19.04,80.5
927,2.28,367.31,23.18,89.94
928,3.71,332.06,23.19,87.63
929,4.21,196.88,18.04,65.63
930,3.58,513.18,21.14,88.31
931,2.14,404.4,25.39,130.86
932,1.21,232.24,21.62,44.44
933,2.86,367.47,23.33,86.94
934,2.45,346.18,22.67,87.75
935,2.87,463.29,21.31,121.29
936,1.84,442.06,22.59,133.18
937,2.39,107.12,18.08,35.88
938,1.34,197.53,20.08,26.47
939,2.01,47.71,16.41,14.94
940,2.07,102.71,15.89,36.29
941,6.89,419.18,18.16,75.0
942,5.58,248.29,16.42,69.53
943,2.56,217.41,17.72,68.24
944,4.06,275.8,21.06,40.4
945,1.81,308.2,19.16,97.58
946,1.36,123.0,17.81,21.63
947,6.48,223.76,15.01,75.88
948,6.8,406.53,15.88,91.94
949,5.48,315.47,12.5,83.63
950,2.7,148.71,10.85,68.69
951,2.52,226.94,14.48,56.5
952,3.04,386.06,18.2,70.94
953,3.75,337.47,18.98,77.0
954,4.34,351.94,19.9,78.13
955,5.03,377.76,23.66,88.38
956,2.32,278.94,20.79,80.81
957,1.76,384.59,25.34,112.31
958,1.28,163.76,20.13,39.0
959,1.94,196.82,18.87,47.63
960,1.33,301.65,18.7,61.53
961,1.14,338.65,19.08,61.35
962,0.5,355.0,14.9,15.5
963,2.05,336.31,12.76,63.77
964,2.9,338.75,9.15,46.5
965,2.52,320.33,10.58,48.73
966,3.31,233.0,9.77,37.06
967,2.33,179.94,9.07,51.63
968,1.01,345.41,13.94,64.38
969,1.68,331.0,14.83,33.77
970,1.71,335.0,16.73,45.88
971,1.83,292.4,15.96,30.67
972,2.83,316.69,16.63,33.94
973,0.98,309.0,17.25,20.5
974,0.52,287.0,18.1,50.19
975,1.76,193.71,14.86,41.75
976,5.04,267.71,10.51,48.06
977,4.32,317.88,11.49,48.44
978,3.7,197.88,9.12,14.06
979,3.61,264.59,13.59,27.81
980,1.31,243.35,12.29,24.0
981,1.11,166.82,14.3,8.25
982,4.46,112.24,15.02,37.94
983,4.18,151.13,12.42,37.14
984,3.85,160.53,14.54,36.56
985,4.24,150.24,10.11,56.25
986,4.23,150.76,14.29,47.59
987,1.13,50.35,12.68,4.88
988,2.14,175.12,15.32,37.94
