,event_type,time_stamp
5792,a6,112792
5793,a9,112792
5794,a6,112792
5795,a9,112792
5796,a6,112792
5797,a2,112793
5798,a7,112794
5799,a14,112794
5800,a2,112794
5801,a11,112794
5802,a11,112794
5803,a10,112794
5804,a11,112794
5805,a6,112795
5806,a11,112796
5807,a9,112797
5808,a6,112797
5809,a2,112806
5810,a2,112809
5811,a9,112811
5812,a11,112812
5813,a2,112817
5814,a2,112819
5815,a2,112821
5816,a2,112823
5817,a2,112825
5818,a9,112829
5819,a2,112831
5820,a7,112834
5821,a11,112834
5822,a2,112834
5823,a9,112837
5824,a2,112837
5825,a2,112842
5826,a7,112843
5827,a7,112843
5828,a14,112843
5829,a2,112843
5830,a11,112843
5831,a11,112843
5832,a11,112843
5833,a9,112845
5834,a2,112847
5835,a2,112853
5836,a9,112855
5837,a2,112857
5838,a2,112859
5839,a2,112861
5840,a2,112864
5841,a2,112865
5842,a9,112866
5843,a2,112869
5844,a1,112870
5845,a2,112871
5846,a2,112878
5847,a2,112880
5848,a2,112883
5849,a2,112885
5850,a2,112887
5851,a2,112888
5852,a2,112890
5853,a2,112893
5854,a9,112894
5855,a2,112899
5856,a9,112899
5857,a2,112900
5858,a2,112903
5859,a2,112905
5860,a2,112909
5861,a2,112911
5862,a9,112911
5863,a2,112914
5864,a2,112917
5865,a2,112919
5866,a9,112921
5867,a2,112922
5868,a2,112925
5869,a2,112928
5870,a9,112928
5871,a2,112932
5872,a9,112934
5873,a2,112935
5874,a2,112938
5875,a2,112941
5876,a9,112941
5877,a8,112942
5878,a7,112942
5879,a11,112943
5880,a2,112944
5881,a2,112945
5882,a9,112945
5883,a6,112945
5884,a6,112945
5885,a9,112945
5886,a11,112946
5887,a11,112946
5888,a9,112947
5889,a2,112947
5890,a2,112953
5891,a2,112956
5892,a6,112957
5893,a9,112957
5894,a6,112958
5895,a11,112958
5896,a11,112959
5897,a6,112961
5898,a2,112963
5899,a2,112966
5900,a2,112969
5901,a2,112971
5902,a9,112971
5903,a2,112974
5904,a6,112974
5905,a6,112974
5906,a9,112974
5907,a9,112974
5908,a11,112976
5909,a11,112976
5910,a2,112978
5911,a2,112979
5912,a2,112984
5913,a2,112988
5914,a6,112991
5915,a9,112991
5916,a6,112991
5917,a5,112991
5918,a11,112992
5919,a2,112992
5920,a11,112992
5921,a11,112993
5922,a2,112994
5923,a9,112995
5924,a6,112999
5925,a6,112999
5926,a11,112999
5927,a11,112999
5928,a9,113001
5929,a2,113002
5930,a2,113004
5931,a2,113005
5932,a2,113009
5933,a9,113010
5934,a2,113011
5935,a2,113012
5936,a6,113014
5937,a6,113014
5938,a9,113014
5939,a9,113014
5940,a11,113014
5941,a2,113015
5942,a11,113015
5943,a2,113020
5944,a2,113022
5945,a2,113024
5946,a2,113025
5947,a2,113026
5948,a9,113027
5949,a1,113029
5950,a1,113029
5951,a11,113029
5952,a14,113029
5953,a10,113029
5954,a14,113029
5955,a11,113029
5956,a2,113029
5957,a2,113031
5958,a2,113034
5959,a2,113037
5960,a2,113040
5961,a2,113044
5962,a2,113050
5963,a9,113050
5964,a2,113052
5965,a2,113052
5966,a6,113052
5967,a9,113053
5968,a6,113053
5969,a11,113054
5970,a11,113054
5971,a2,113054
5972,a2,113058
5973,a2,113060
5974,a2,113063
5975,a2,113066
5976,a7,113067
5977,a6,113068
5978,a11,113068
5979,a11,113068
5980,a2,113070
5981,a2,113071
5982,a2,113075
5983,a9,113076
5984,a2,113077
5985,a2,113082
5986,a2,113090
5987,a9,113092
5988,a2,113097
5989,a2,113097
5990,a2,113098
5991,a2,113101
5992,a2,113101
5993,a9,113104
5994,a9,113104
5995,a2,113104
5996,a6,113104
5997,a9,113104
5998,a6,113105
5999,a2,113105
6000,a2,113107
6001,a2,113107
6002,a9,113111
6003,a2,113113
6004,a2,113120
6005,a2,113124
6006,a2,113126
6007,a9,113126
6008,a2,113128
6009,a9,113130
6010,a4,113130
6011,a11,113131
6012,a6,113131
6013,a9,113131
6014,a6,113131
6015,a11,113131
6016,a5,113131
6017,a6,113131
6018,a11,113132
6019,a9,113132
6020,a2,113136
6021,a2,113138
6022,a2,113139
6023,a9,113140
6024,a2,113143
6025,a6,113144
6026,a9,113144
6027,a6,113144
6028,a2,113144
6029,a9,113144
6030,a11,113145
6031,a2,113146
6032,a2,113149
6033,a2,113151
6034,a2,113154
6035,a2,113156
6036,a2,113158
6037,a2,113161
6038,a6,113161
6039,a9,113162
6040,a6,113162
6041,a9,113162
6042,a11,113162
6043,a2,113163
6044,a11,113163
6045,a5,113164
6046,a2,113166
6047,a9,113167
6048,a2,113168
6049,a2,113170
6050,a2,113174
6051,a2,113176
6052,a2,113179
6053,a6,113180
6054,a6,113180
6055,a11,113181
6056,a11,113181
6057,a2,113181
6058,a2,113182
6059,a5,113184
6060,a9,113184
6061,a6,113186
6062,a2,113190
6063,a2,113195
6064,a9,113195
6065,a2,113196
6066,a2,113197
6067,a0,113199
6068,a11,113199
6069,a14,113199
6070,a9,113201
6071,a2,113204
6072,a2,113210
6073,a9,113211
6074,a2,113212
6075,a2,113215
6076,a9,113215
6077,a9,113215
6078,a6,113216
6079,a2,113216
6080,a6,113216
6081,a11,113216
6082,a2,113218
6083,a11,113218
6084,a2,113220
6085,a9,113225
6086,a2,113226
6087,a2,113227
6088,a0,113230
6089,a11,113230
6090,a2,113233
6091,a2,113236
6092,a2,113237
6093,a9,113238
6094,a2,113241
6095,a2,113243
6096,a2,113245
6097,a2,113246
6098,a6,113246
6099,a9,113246
6100,a9,113246
6101,a2,113247
6102,a6,113247
6103,a9,113247
6104,a5,113247
6105,a11,113247
6106,a2,113248
6107,a11,113248
6108,a8,113248
6109,a2,113251
6110,a2,113253
6111,a2,113254
6112,a9,113257
6113,a2,113258
6114,a5,113262
6115,a2,113262
6116,a2,113263
6117,a6,113263
6118,a6,113263
6119,a9,113263
6120,a11,113263
6121,a5,113264
6122,a9,113265
6123,a11,113265
6124,a2,113266
6125,a2,113278
6126,a2,113279
6127,a2,113281
6128,a2,113283
6129,a9,113284
6130,a14,113286
6131,a14,113287
6132,a2,113290
6133,a2,113293
6134,a2,113294
6135,a6,113294
6136,a14,113295
6137,a2,113296
6138,a14,113296
6139,a2,113296
6140,a14,113296
6141,a9,113297
6142,a9,113298
6143,a6,113298
6144,a2,113299
6145,a6,113300
6146,a14,113300
6147,a11,113300
6148,a14,113300
6149,a11,113301
6150,a2,113303
6151,a9,113304
6152,a14,113304
6153,a2,113312
6154,a2,113314
6155,a7,113314
6156,a7,113314
6157,a11,113315
6158,a11,113315
6159,a2,113317
6160,a2,113319
6161,a9,113319
6162,a6,113320
6163,a6,113320
6164,a2,113321
6165,a11,113321
6166,a11,113321
6167,a2,113323
6168,a2,113323
6169,a9,113325
6170,a2,113326
6171,a2,113327
6172,a2,113328
6173,a2,113330
6174,a2,113331
6175,a2,113335
6176,a2,113337
6177,a9,113339
6178,a2,113340
6179,a2,113343
6180,a6,113344
6181,a9,113344
6182,a9,113344
6183,a6,113344
6184,a11,113345
6185,a2,113347
6186,a2,113353
6187,a9,113354
6188,a2,113358
6189,a9,113360
6190,a7,113361
6191,a6,113361
6192,a11,113361
6193,a11,113362
6194,a2,113363
6195,a6,113364
6196,a9,113364
6197,a9,113364
6198,a5,113365
6199,a11,113365
6200,a9,113365
6201,a2,113365
6202,a6,113365
6203,a2,113367
6204,a11,113367
6205,a2,113369
6206,a2,113372
6207,a2,113375
6208,a2,113381
6209,a2,113385
6210,a9,113385
6211,a2,113391
6212,a2,113393
6213,a2,113394
6214,a6,113395
6215,a9,113395
6216,a6,113395
6217,a5,113395
6218,a11,113395
6219,a2,113397
6220,a2,113399
6221,a9,113400
6222,a2,113402
6223,a2,113403
6224,a2,113405
6225,a2,113407
6226,a7,113408
6227,a6,113408
6228,a11,113408
6229,a11,113408
6230,a6,113412
6231,a11,113412
6232,a2,113412
6233,a9,113413
6234,a7,113418
6235,a2,113421
6236,a2,113423
6237,a2,113427
6238,a2,113432
6239,a2,113433
6240,a6,113435
6241,a6,113435
6242,a11,113435
6243,a9,113435
6244,a2,113436
6245,a9,113436
6246,a11,113436
6247,a2,113440
6248,a2,113442
6249,a2,113443
6250,a2,113449
6251,a2,113451
6252,a9,113452
6253,a2,113456
6254,a2,113460
6255,a9,113461
6256,a2,113464
6257,a2,113466
6258,a2,113467
6259,a6,113468
6260,a9,113468
6261,a9,113468
6262,a5,113468
6263,a6,113469
6264,a11,113469
6265,a11,113469
6266,a2,113470
6267,a2,113471
6268,a2,113477
6269,a2,113480
6270,a2,113482
6271,a2,113484
6272,a2,113487
6273,a2,113488
6274,a9,113488
6275,a6,113488
6276,a9,113489
6277,a11,113489
6278,a9,113490
6279,a6,113491
6280,a2,113491
6281,a2,113497
6282,a9,113498
6283,a2,113499
6284,a17,113499
6285,a2,113501
6286,a16,113506
6287,a17,113506
6288,a9,113508
6289,a2,113509
6290,a6,113511
6291,a6,113511
6292,a11,113511
6293,a11,113512
6294,a2,113512
6295,a2,113514
6296,a17,113514
6297,a2,113515
6298,a2,113521
6299,a17,113521
6300,a2,113523
6301,a2,113527
6302,a17,113529
6303,a2,113530
6304,a6,113532
6305,a2,113532
6306,a11,113533
6307,a9,113533
6308,a11,113533
6309,a17,113534
6310,a2,113534
6311,a2,113537
6312,a9,113537
6313,a17,113539
6314,a2,113542
6315,a7,113545
6316,a6,113545
6317,a2,113545
6318,a11,113545
6319,a2,113547
6320,a7,113549
6321,a14,113549
6322,a11,113550
6323,a11,113550
6324,a2,113550
6325,a6,113550
6326,a2,113550
6327,a11,113550
6328,a9,113551
6329,a9,113551
6330,a2,113552
6331,a11,113553
6332,a2,113555
6333,a2,113557
6334,a9,113559
6335,a2,113559
6336,a2,113565
6337,a6,113566
6338,a9,113566
6339,a6,113566
6340,a9,113566
6341,a11,113567
6342,a11,113567
6343,a2,113567
6344,a9,113568
6345,a6,113571
6346,a2,113575
6347,a2,113576
6348,a9,113577
6349,a17,113578
6350,a2,113581
6351,a9,113583
6352,a16,113584
6353,a17,113584
6354,a2,113585
6355,a9,113592
6356,a2,113592
6357,a2,113595
6358,a2,113595
6359,a6,113595
6360,a11,113595
6361,a6,113596
6362,a9,113597
6363,a11,113597
6364,a5,113597
6365,a2,113598
6366,a2,113599
6367,a2,113601
6368,a2,113603
6369,a2,113610
6370,a9,113618
6371,a2,113618
6372,a2,113620
6373,a2,113621
6374,a9,113623
6375,a6,113623
6376,a9,113623
6377,a6,113623
6378,a11,113624
6379,a11,113624
6380,a2,113628
6381,a2,113630
6382,a2,113631
6383,a2,113634
6384,a2,113644
6385,a2,113648
6386,a2,113650
6387,a9,113650
6388,a2,113658
6389,a11,113666
6390,a2,113668
6391,a2,113674
6392,a9,113674
6393,a2,113677
6394,a9,113679
6395,a2,113682
6396,a2,113686
6397,a9,113688
6398,a2,113689
6399,a2,113693
6400,a2,113694
6401,a2,113696
6402,a9,113696
6403,a2,113701
6404,a2,113703
6405,a2,113705
6406,a9,113706
6407,a5,113707
6408,a2,113708
6409,a2,113712
6410,a2,113713
6411,a6,113713
6412,a2,113714
6413,a11,113714
6414,a2,113716
6415,a6,113717
6416,a2,113719
6417,a2,113719
6418,a2,113721
6419,a9,113721
6420,a2,113721
6421,a2,113724
6422,a2,113726
6423,a9,113727
6424,a2,113729
6425,a9,113733
6426,a2,113734
6427,a2,113737
6428,a2,113739
6429,a2,113742
6430,a2,113744
6431,a2,113749
6432,a2,113752
6433,a9,113752
6434,a2,113755
6435,a2,113756
6436,a2,113760
6437,a9,113760
6438,a2,113761
6439,a2,113768
6440,a2,113770
6441,a9,113773
6442,a2,113777
6443,a2,113779
6444,a2,113784
6445,a2,113786
6446,a9,113787
6447,a2,113789
6448,a2,113792
6449,a2,113793
6450,a9,113797
6451,a2,113797
6452,a2,113801
6453,a2,113803
6454,a2,113805
6455,a11,113807
6456,a2,113809
6457,a2,113812
6458,a2,113817
6459,a2,113822
6460,a2,113823
6461,a2,113828
6462,a2,113833
6463,a2,113836
6464,a6,113839
6465,a2,113839
6466,a2,113843
6467,a2,113844
6468,a2,113848
6469,a9,113853
6470,a2,113855
6471,a2,113857
6472,a2,113859
6473,a9,113860
6474,a2,113861
6475,a2,113864
6476,a11,113865
6477,a2,113865
6478,a9,113867
6479,a2,113868
6480,a2,113872
6481,a9,113872
6482,a2,113873
6483,a2,113877
6484,a2,113880
6485,a9,113882
6486,a0,113884
6487,a11,113884
6488,a14,113884
6489,a2,113885
6490,a2,113885
6491,a2,113889
6492,a2,113890
6493,a11,113891
6494,a2,113891
6495,a9,113893
6496,a2,113895
6497,a2,113896
6498,a2,113898
6499,a2,113900
6500,a2,113905
6501,a9,113905
6502,a11,113910
6503,a2,113912
6504,a2,113914
6505,a11,113919
6506,a2,113920
6507,a2,113921
6508,a6,113922
6509,a11,113922
6510,a6,113926
6511,a9,113927
6512,a2,113928
6513,a2,113933
6514,a2,113935
6515,a2,113941
6516,a2,113943
6517,a2,113944
6518,a2,113947
6519,a9,113948
6520,a2,113952
6521,a6,113953
6522,a2,113953
6523,a11,113953
6524,a2,113956
6525,a2,113959
6526,a2,113960
6527,a9,113961
6528,a2,113964
6529,a9,113965
6530,a2,113965
6531,a2,113968
6532,a2,113969
6533,a2,113971
6534,a9,113972
6535,a2,113975
6536,a7,113977
6537,a2,113977
6538,a11,113978
6539,a2,113984
6540,a2,113985
6541,a17,113990
6542,a2,113990
6543,a9,113991
6544,a11,113995
6545,a2,114002
6546,a2,114005
6547,a2,114008
6548,a2,114010
6549,a2,114012
6550,a2,114019
6551,a2,114023
6552,a2,114025
6553,a2,114027
6554,a9,114029
6555,a2,114029
6556,a2,114032
6557,a2,114035
6558,a9,114035
6559,a8,114037
6560,a7,114037
6561,a7,114037
6562,a6,114037
6563,a6,114037
6564,a6,114037
6565,a11,114038
6566,a11,114038
6567,a11,114038
6568,a6,114038
6569,a2,114039
6570,a15,114039
6571,a2,114041
6572,a2,114044
6573,a2,114046
6574,a2,114047
6575,a9,114048
6576,a2,114055
6577,a2,114057
6578,a9,114058
6579,a2,114062
6580,a2,114065
6581,a9,114065
6582,a2,114068
6583,a9,114071
6584,a2,114074
6585,a2,114078
6586,a2,114080
6587,a9,114081
6588,a5,114085
6589,a5,114085
6590,a2,114085
6591,a2,114086
6592,a2,114087
6593,a2,114088
6594,a2,114091
6595,a9,114092
6596,a2,114092
6597,a2,114098
6598,a2,114100
6599,a9,114100
6600,a9,114107
6601,a2,114107
6602,a2,114112
6603,a6,114114
6604,a2,114115
6605,a2,114119
6606,a2,114121
6607,a9,114121
6608,a2,114123
6609,a2,114125
6610,a9,114128
6611,a2,114130
6612,a2,114131
6613,a2,114133
6614,a2,114135
6615,a6,114135
6616,a2,114138
6617,a9,114139
6618,a2,114139
6619,a2,114141
6620,a9,114143
6621,a6,114143
6622,a2,114143
6623,a2,114150
6624,a9,114151
6625,a2,114152
6626,a2,114153
6627,a2,114156
6628,a2,114157
6629,a9,114158
6630,a6,114159
6631,a11,114159
6632,a9,114159
6633,a6,114159
6634,a2,114160
6635,a5,114160
6636,a9,114162
6637,a15,114162
6638,a8,114166
6639,a7,114166
6640,a7,114166
6641,a11,114166
6642,a11,114166
6643,a6,114166
6644,a2,114169
6645,a5,114169
6646,a6,114169
6647,a9,114169
6648,a6,114173
6649,a2,114179
6650,a6,114181
6651,a2,114183
6652,a9,114183
6653,a2,114185
6654,a2,114185
6655,a6,114186
6656,a7,114186
6657,a6,114186
6658,a11,114186
6659,a11,114187
6660,a11,114187
6661,a2,114187
6662,a2,114188
6663,a6,114188
6664,a2,114190
6665,a6,114192
6666,a2,114192
6667,a6,114192
6668,a9,114192
6669,a11,114193
6670,a2,114195
6671,a2,114197
6672,a2,114198
6673,a6,114201
6674,a2,114203
6675,a6,114205
6676,a9,114206
6677,a2,114210
6678,a2,114212
6679,a6,114215
6680,a9,114219
6681,a2,114220
6682,a6,114220
6683,a2,114222
6684,a9,114223
6685,a2,114227
6686,a2,114228
6687,a2,114230
6688,a2,114233
6689,a2,114234
6690,a2,114236
6691,a9,114236
6692,a2,114242
6693,a9,114243
6694,a2,114244
6695,a2,114247
6696,a2,114251
6697,a2,114254
6698,a6,114255
6699,a2,114256
6700,a2,114258
6701,a2,114261
6702,a2,114262
6703,a9,114263
6704,a2,114269
6705,a11,114269
6706,a2,114271
6707,a2,114274
6708,a2,114276
6709,a7,114277
6710,a6,114277
6711,a11,114278
6712,a11,114278
6713,a2,114278
6714,a9,114279
6715,a2,114280
6716,a2,114280
6717,a2,114284
6718,a2,114287
6719,a2,114289
6720,a2,114293
6721,a9,114295
6722,a2,114299
6723,a2,114302
6724,a2,114304
6725,a2,114305
6726,a2,114308
6727,a2,114310
6728,a2,114312
6729,a2,114313
6730,a2,114315
6731,a9,114317
6732,a2,114317
6733,a9,114318
6734,a6,114318
6735,a2,114318
6736,a6,114318
6737,a11,114319
6738,a2,114320
6739,a9,114320
6740,a2,114320
6741,a2,114322
6742,a2,114324
6743,a9,114327
6744,a2,114327
6745,a2,114328
6746,a2,114333
6747,a9,114335
6748,a2,114337
6749,a2,114338
6750,a2,114341
6751,a2,114344
6752,a2,114345
6753,a2,114346
6754,a9,114347
6755,a2,114349
6756,a2,114349
6757,a9,114350
6758,a6,114350
6759,a2,114351
6760,a6,114351
6761,a11,114353
6762,a2,114354
6763,a6,114354
6764,a2,114356
6765,a2,114357
6766,a2,114360
6767,a9,114360
6768,a2,114362
6769,a9,114364
6770,a2,114366
6771,a2,114370
6772,a7,114374
6773,a11,114375
6774,a2,114375
6775,a9,114375
6776,a2,114376
6777,a2,114379
6778,a2,114379
6779,a9,114379
6780,a11,114379
6781,a2,114381
6782,a2,114383
6783,a2,114383
6784,a2,114384
6785,a2,114384
6786,a2,114385
6787,a2,114387
6788,a9,114388
6789,a2,114388
6790,a2,114392
6791,a2,114393
6792,a9,114394
6793,a2,114395
6794,a2,114397
6795,a2,114402
6796,a9,114403
6797,a2,114404
6798,a2,114405
6799,a2,114407
6800,a2,114407
6801,a2,114408
6802,a9,114409
6803,a5,114410
6804,a2,114411
6805,a2,114414
6806,a9,114415
6807,a5,114417
6808,a0,114418
6809,a11,114419
6810,a2,114419
6811,a2,114421
6812,a5,114424
6813,a2,114424
6814,a5,114425
6815,a2,114426
6816,a2,114427
6817,a2,114428
6818,a2,114430
6819,a9,114431
6820,a2,114433
6821,a9,114434
6822,a2,114436
6823,a2,114441
6824,a9,114441
6825,a6,114443
6826,a2,114443
6827,a2,114444
6828,a9,114445
6829,a2,114446
6830,a2,114449
6831,a2,114450
6832,a2,114458
6833,a2,114461
6834,a2,114463
6835,a2,114465
6836,a9,114472
6837,a2,114474
6838,a9,114475
6839,a5,114479
6840,a2,114479
6841,a2,114481
6842,a2,114483
6843,a2,114485
6844,a2,114486
6845,a9,114490
6846,a2,114491
6847,a2,114493
6848,a2,114494
6849,a2,114495
6850,a11,114499
6851,a2,114501
6852,a9,114502
6853,a2,114503
6854,a2,114506
6855,a5,114507
6856,a5,114507
6857,a2,114508
6858,a2,114513
6859,a9,114513
6860,a2,114518
6861,a2,114521
6862,a9,114522
6863,a2,114524
6864,a2,114526
6865,a2,114528
6866,a17,114530
6867,a2,114531
6868,a2,114533
6869,a2,114534
6870,a2,114536
6871,a9,114539
6872,a2,114540
6873,a2,114543
6874,a2,114545
6875,a2,114552
6876,a2,114553
6877,a9,114557
6878,a2,114558
6879,a2,114560
6880,a2,114563
6881,a17,114564
6882,a2,114567
6883,a11,114569
6884,a16,114570
6885,a9,114571
6886,a2,114578
6887,a7,114579
6888,a6,114579
6889,a11,114580
6890,a2,114581
6891,a5,114583
6892,a2,114585
6893,a7,114586
6894,a11,114587
6895,a2,114589
6896,a2,114593
6897,a9,114594
6898,a2,114595
6899,a2,114595
6900,a2,114597
6901,a2,114599
6902,a2,114600
6903,a2,114600
6904,a2,114601
6905,a9,114603
6906,a2,114605
6907,a11,114609
6908,a9,114611
6909,a2,114613
6910,a2,114615
6911,a2,114617
6912,a2,114618
6913,a2,114619
6914,a9,114620
6915,a2,114621
6916,a2,114625
6917,a2,114627
6918,a2,114628
6919,a9,114629
6920,a2,114630
6921,a2,114631
6922,a2,114633
6923,a2,114636
6924,a11,114637
6925,a2,114647
6926,a2,114648
6927,a2,114650
6928,a2,114655
6929,a9,114656
6930,a2,114657
6931,a2,114660
6932,a9,114661
6933,a2,114663
6934,a2,114664
6935,a2,114666
6936,a2,114666
6937,a2,114668
6938,a2,114669
6939,a9,114670
6940,a2,114672
6941,a2,114674
6942,a2,114675
6943,a2,114676
6944,a2,114679
6945,a2,114682
6946,a9,114683
6947,a2,114688
6948,a2,114690
6949,a9,114693
6950,a2,114696
6951,a11,114697
6952,a9,114700
6953,a5,114703
6954,a2,114705
6955,a2,114705
6956,a11,114711
6957,a2,114713
6958,a2,114716
6959,a2,114720
6960,a2,114722
6961,a9,114722
6962,a2,114727
6963,a5,114730
6964,a2,114731
6965,a2,114731
6966,a5,114733
6967,a2,114734
6968,a2,114737
6969,a5,114741
6970,a2,114742
6971,a2,114745
6972,a2,114747
6973,a2,114748
6974,a2,114748
6975,a5,114750
6976,a2,114751
6977,a2,114752
6978,a2,114754
6979,a2,114757
6980,a7,114757
6981,a7,114757
6982,a11,114757
6983,a11,114758
6984,a2,114758
6985,a9,114760
6986,a2,114761
6987,a2,114762
6988,a2,114765
6989,a2,114766
6990,a2,114768
6991,a2,114773
6992,a2,114775
6993,a2,114776
6994,a11,114782
6995,a2,114783
6996,a2,114790
6997,a9,114790
6998,a2,114791
6999,a2,114793
7000,a9,114795
7001,a2,114795
7002,a2,114797
7003,a2,114799
7004,a5,114800
7005,a2,114801
7006,a2,114802
7007,a2,114804
7008,a2,114806
7009,a2,114807
7010,a9,114807
7011,a2,114809
7012,a5,114811
7013,a2,114811
7014,a2,114813
7015,a2,114814
7016,a11,114814
7017,a6,114814
7018,a9,114816
7019,a2,114817
7020,a2,114818
7021,a6,114818
7022,a2,114820
7023,a2,114822
7024,a2,114824
7025,a2,114832
7026,a7,114834
7027,a11,114835
7028,a5,114846
7029,a9,114848
7030,a11,114851
7031,a2,114853
7032,a17,114898
7033,a17,114902
7034,a17,114908
7035,a16,114909
7036,a17,114928
7037,a17,114934
7038,a2,114955
7039,a17,114964
7040,a6,114967
7041,a17,114970
7042,a6,114974
7043,a7,114974
7044,a7,114974
7045,a6,114974
7046,a11,114975
7047,a17,114975
7048,a5,114982
7049,a6,114983
7050,a17,114983
7051,a6,114999
7052,a17,115016
7053,a17,115023
7054,a5,115038
7055,a5,115058
7056,a5,115058
7057,a5,115114
7058,a2,115117
7059,a6,115118
7060,a6,115118
7061,a2,115119
7062,a17,115145
7063,a5,115153
7064,a2,115156
7065,a2,115166
7066,a5,115166
7067,a2,115170
7068,a2,115184
7069,a2,115185
7070,a6,115186
7071,a11,115189
7072,a6,115190
7073,a2,115193
7074,a7,115194
7075,a14,115194
7076,a11,115195
7077,a11,115195
7078,a11,115197
7079,a6,115205
7080,a11,115205
7081,a17,115230
7082,a17,115233
7083,a16,115239
7084,a2,115330
7085,a2,115345
7086,a5,115346
7087,a17,115427
7088,a17,115434
7089,a16,115435
7090,a2,115480
7091,a5,115483
7092,a2,115486
7093,a17,115493
7094,a2,115494
7095,a5,115496
7096,a17,115501
7097,a2,115503
7098,a2,115534
7099,a2,115549
7100,a6,115562
7101,a5,115577
7102,a5,115578
7103,a2,115619
7104,a2,115620
7105,a7,115686
7106,a6,115687
7107,a11,115687
7108,a5,115706
7109,a7,115706
7110,a2,115709
7111,a2,115711
7112,a2,115713
7113,a6,115713
7114,a9,115713
7115,a2,115715
7116,a15,115715
7117,a2,115718
7118,a6,115718
7119,a7,115722
7120,a6,115722
7121,a11,115722
7122,a2,115747
7123,a5,115747
7124,a15,115747
7125,a6,115747
7126,a11,115748
7127,a2,115764
7128,a2,115765
7129,a9,115765
7130,a6,115766
7131,a11,115766
7132,a2,115767
7133,a9,115767
7134,a7,115777
7135,a11,115778
7136,a2,115783
7137,a6,115783
7138,a2,115784
7139,a9,115785
7140,a9,115785
7141,a15,115785
7142,a5,115785
7143,a6,115785
7144,a15,115788
7145,a11,115788
7146,a11,115789
7147,a6,115791
7148,a2,115794
7149,a6,115805
7150,a11,115806
7151,a7,115807
7152,a11,115807
7153,a17,115840
7154,a17,115847
7155,a2,115868
7156,a5,115924
7157,a5,115925
7158,a11,116002
7159,a11,116072
7160,a7,116199
7161,a7,116199
7162,a11,116200
7163,a5,116251
7164,a7,116421
7165,a6,116421
7166,a11,116421
7167,a11,116421
7168,a7,116425
7169,a14,116425
7170,a11,116426
7171,a5,116670
7172,a5,116681
7173,a2,116687
7174,a5,116688
7175,a5,116695
7176,a6,116696
7177,a11,116697
7178,a5,116701
7179,a1,116981
7180,a1,116981
7181,a11,116981
7182,a14,116981
7183,a14,116981
7184,a10,116981
7185,a11,116982
7186,a6,116998
7187,a11,117028
7188,a1,117028
7189,a3,117028
7190,a14,117028
7191,a7,117240
7192,a11,117241
7193,a14,117368
7194,a2,117369
7195,a11,117369
7196,a7,117435
7197,a14,117435
7198,a11,117436
7199,a11,117436
7200,a11,117440
7201,a14,117446
7202,a11,117446
7203,a14,117449
7204,a11,117450
7205,a14,117452
7206,a11,117453
7207,a14,117457
7208,a11,117457
7209,a14,117466
7210,a11,117467
7211,a11,117470
7212,a14,117471
7213,a11,117472
7214,a14,117474
7215,a11,117475
7216,a14,117481
7217,a11,117481
7218,a14,117485
7219,a11,117486
7220,a14,117488
7221,a11,117489
7222,a14,117490
7223,a11,117490
7224,a14,117493
7225,a11,117493
7226,a14,117502
7227,a11,117503
7228,a14,117508
7229,a14,117508
7230,a14,117508
7231,a14,117508
7232,a11,117508
7233,a14,117511
7234,a14,117513
7235,a14,117513
7236,a14,117516
7237,a14,117516
7238,a14,117518
7239,a14,117518
7240,a14,117518
7241,a14,117521
7242,a14,117521
7243,a14,117521
7244,a11,117526
7245,a11,117528
7246,a14,117533
7247,a11,117533
7248,a14,117534
7249,a14,117534
7250,a14,117534
7251,a14,117534
7252,a14,117534
7253,a14,117537
7254,a14,117537
7255,a14,117537
7256,a14,117539
7257,a14,117539
7258,a14,117542
7259,a11,117543
7260,a11,117550
7261,a7,117554
7262,a11,117555
7263,a14,117555
7264,a11,117556
7265,a14,117556
7266,a11,117556
7267,a14,117559
7268,a14,117559
7269,a11,117560
7270,a11,117560
7271,a14,117564
7272,a11,117564
7273,a14,117569
7274,a11,117570
7275,a14,117573
7276,a11,117574
7277,a14,117574
7278,a11,117574
7279,a7,117577
7280,a14,117578
7281,a11,117578
7282,a14,117578
7283,a11,117578
7284,a11,117578
7285,a14,117581
7286,a11,117582
7287,a14,117582
7288,a11,117582
7289,a14,117586
7290,a11,117586
7291,a14,117588
7292,a11,117589
7293,a14,117591
7294,a11,117591
7295,a14,117593
7296,a11,117594
7297,a14,117594
7298,a11,117595
7299,a14,117597
7300,a11,117598
7301,a14,117598
7302,a11,117598
7303,a14,117602
7304,a11,117603
7305,a14,117603
7306,a11,117604
7307,a14,117608
7308,a11,117608
7309,a11,117608
7310,a14,117612
7311,a11,117612
7312,a14,117613
7313,a11,117613
7314,a11,117613
7315,a14,117614
7316,a14,117620
7317,a11,117620
7318,a14,117622
7319,a11,117622
7320,a14,117625
7321,a11,117625
7322,a14,117626
7323,a11,117627
7324,a14,117629
7325,a11,117629
7326,a14,117629
7327,a14,117633
7328,a11,117634
7329,a14,117637
7330,a11,117637
7331,a14,117638
7332,a11,117639
7333,a14,117640
7334,a7,117642
7335,a7,117642
7336,a11,117642
7337,a14,117644
7338,a11,117644
7339,a14,117644
7340,a11,117645
7341,a14,117649
7342,a11,117649
7343,a14,117655
7344,a11,117656
7345,a14,117656
