,event_type,time_stamp,node
3055,1,545,350
3056,4,545,406
3057,0,545,381
3058,0,547,141
3059,2,547,141
3060,2,547,141
3061,4,547,404
3062,11,547,208
3063,4,547,404
3064,4,547,44
3065,6,549,197
3066,6,549,263
3067,0,549,197
3068,0,549,263
3069,11,549,208
3070,4,550,406
3071,0,551,381
3072,11,551,208
3073,0,552,141
3074,11,552,208
3075,2,552,141
3076,4,553,404
3077,2,553,141
3078,11,554,208
3079,2,554,263
3080,0,555,197
3081,6,555,197
3082,0,555,263
3083,6,555,263
3084,2,555,263
3085,4,555,44
3086,2,555,263
3087,4,556,406
3088,0,556,381
3089,1,557,39
3090,0,557,141
3091,1,557,272
3092,2,558,141
3093,18,558,260
3094,2,558,141
3095,4,558,404
3096,4,558,404
3097,1,559,387
3098,1,559,224
3099,3,559,349
3100,1,559,349
3101,6,560,197
3102,6,560,263
3103,0,560,197
3104,0,560,263
3105,2,560,263
3106,4,560,44
3107,0,561,381
3108,4,562,406
3109,2,562,453
3110,13,562,453
3111,0,563,141
3112,4,564,404
3113,4,564,404
3114,1,565,292
3115,1,565,387
3116,6,565,197
3117,0,565,197
3118,6,565,263
3119,0,565,263
3120,2,566,263
3121,2,566,263
3122,3,567,349
3123,1,567,349
3124,0,567,381
3125,4,567,406
3126,1,567,224
3127,0,568,141
3128,2,568,141
3129,2,569,141
3130,4,569,404
3131,4,570,44
3132,6,571,197
3133,6,571,263
3134,0,571,263
3135,0,571,197
3136,2,571,263
3137,2,571,263
3138,0,572,381
3139,4,573,406
3140,1,574,387
3141,0,574,141
3142,2,574,141
3143,2,574,141
3144,5,574,457
3145,10,574,457
3146,4,575,404
3147,6,576,263
3148,6,576,197
3149,0,576,197
3150,0,576,263
3151,0,578,381
3152,4,578,406
3153,1,578,349
3154,1,579,387
3155,3,579,350
3156,1,579,272
3157,1,579,350
3158,3,579,149
3159,1,579,149
3160,3,579,224
3161,1,579,224
3162,3,579,292
3163,1,579,292
3164,0,579,141
3165,2,579,141
3166,2,580,141
3167,4,580,404
3168,4,581,404
3169,6,582,263
3170,0,582,197
3171,6,582,197
3172,0,582,263
3173,2,582,263
3174,2,582,263
3175,0,583,381
3176,5,583,457
3177,10,583,457
3178,1,584,147
3179,3,584,147
3180,4,584,406
3181,0,584,141
3182,2,585,141
3183,2,585,141
3184,4,586,404
3185,1,587,349
3186,6,587,197
3187,0,587,263
3188,6,587,263
3189,0,587,197
3190,2,587,263
3191,2,587,263
3192,0,588,381
3193,1,589,147
3194,4,589,406
3195,7,589,388
3196,11,589,388
3197,0,590,141
3198,2,590,141
3199,4,591,404
3200,0,591,273
3201,4,592,404
3202,6,592,263
3203,0,592,263
3204,6,592,197
3205,0,592,197
3206,3,592,346
3207,1,592,346
3208,2,593,273
3209,0,594,381
3210,7,594,17
3211,9,594,363
3212,7,594,363
3213,6,594,17
3214,13,594,17
3215,21,594,17
3216,11,594,363
3217,11,594,17
3218,2,594,17
3219,14,594,363
3220,4,595,406
3221,1,595,224
3222,0,595,141
3223,2,595,141
3224,3,596,149
3225,1,596,149
3226,2,596,141
3227,4,597,404
3228,4,597,404
3229,6,598,263
3230,0,598,263
3231,6,598,197
3232,0,598,197
3233,2,598,263
3234,3,598,395
3235,1,598,395
3236,3,598,17
3237,1,598,17
3238,0,598,273
3239,2,598,263
3240,0,599,381
3241,3,599,1
3242,1,599,1
3243,1,599,125
3244,3,599,125
3245,1,599,172
3246,3,599,172
3247,7,600,207
3248,13,600,1
3249,6,600,207
3250,9,600,93
3251,7,600,93
3252,7,600,207
3253,7,600,352
3254,21,600,1
3255,7,600,1
3256,10,600,93
3257,7,600,125
3258,7,600,367
3259,11,600,1
3260,17,600,93
3261,10,600,207
3262,11,600,207
3263,21,600,125
3264,10,600,93
3265,11,600,352
3266,2,600,1
3267,11,600,207
3268,11,600,125
3269,22,600,93
3270,22,600,93
3271,11,600,367
3272,12,600,93
3273,11,600,367
3274,4,600,406
3275,5,600,93
3276,5,600,93
3277,11,600,367
3278,1,601,349
3279,0,601,141
3280,3,601,349
3281,2,601,141
3282,2,601,141
3283,1,601,147
3284,11,601,367
3285,11,601,367
3286,11,602,367
3287,4,602,404
3288,11,603,367
3289,6,603,263
3290,0,603,263
3291,6,603,197
3292,0,603,197
3293,2,603,263
3294,2,603,263
3295,11,604,367
3296,3,604,188
3297,1,604,188
3298,11,604,367
3299,5,604,457
3300,10,604,457
3301,0,605,381
3302,1,605,272
3303,3,605,272
3304,3,605,387
3305,1,605,387
3306,1,605,201
3307,3,605,201
3308,1,605,149
3309,3,605,149
3310,1,605,224
3311,3,605,224
3312,1,605,346
3313,3,605,346
3314,1,605,150
3315,3,605,150
3316,4,606,406
3317,5,606,457
3318,10,606,457
3319,10,606,457
3320,0,606,141
3321,8,606,93
3322,7,606,93
3323,7,607,93
3324,7,607,93
3325,4,607,44
3326,5,608,93
3327,8,608,93
3328,7,608,93
3329,6,608,17
3330,5,608,93
3331,4,608,404
3332,5,608,457
3333,10,608,457
3334,4,608,404
3335,6,608,197
3336,6,608,263
3337,0,609,263
3338,0,609,197
3339,2,609,263
3340,2,609,263
3341,0,610,381
3342,4,611,406
3343,0,612,141
3344,2,612,141
3345,6,612,207
3346,2,612,141
3347,3,612,350
3348,1,612,350
3349,4,612,44
3350,4,613,404
3351,6,614,263
3352,0,614,263
3353,6,614,197
3354,0,614,197
3355,2,614,263
3356,16,614,231
3357,8,614,231
3358,5,614,59
3359,2,614,263
3360,0,615,381
3361,1,616,272
3362,18,617,260
3363,4,617,406
3364,0,617,141
3365,2,617,141
3366,2,617,141
3367,1,619,387
3368,4,619,404
3369,4,619,404
3370,6,619,263
3371,0,619,263
3372,6,619,197
3373,0,619,197
3374,2,619,263
3375,4,619,44
3376,7,620,466
3377,0,621,381
3378,5,622,457
3379,3,622,349
3380,1,622,349
3381,10,622,457
3382,4,622,406
3383,0,622,141
3384,2,622,141
3385,2,623,141
3386,1,624,149
3387,8,624,231
3388,5,624,59
3389,4,624,404
3390,4,625,44
3391,6,625,263
3392,0,625,263
3393,0,625,197
3394,6,625,197
3395,2,625,263
3396,2,625,263
3397,0,626,381
3398,0,628,141
3399,4,628,406
3400,2,628,141
3401,2,628,141
3402,4,630,44
3403,4,630,404
3404,6,630,263
3405,0,630,263
3406,0,630,197
3407,6,630,197
3408,2,630,263
3409,2,630,263
3410,4,631,44
3411,0,632,381
3412,1,632,201
3413,1,632,272
3414,0,633,141
3415,4,633,406
3416,6,635,263
3417,0,635,263
3418,6,635,197
3419,0,636,197
3420,4,636,404
3421,4,636,404
3422,3,636,39
3423,1,636,39
3424,0,637,381
3425,1,637,149
3426,0,639,141
3427,2,639,141
3428,4,639,406
3429,2,639,141
3430,6,641,263
3431,0,641,263
3432,6,641,197
3433,0,641,197
3434,2,641,263
3435,4,641,404
3436,4,641,404
3437,2,641,263
3438,0,643,381
3439,0,644,141
3440,2,644,141
3441,2,644,141
3442,4,644,406
3443,6,646,263
3444,0,646,263
3445,6,646,197
3446,2,646,263
3447,0,646,197
3448,2,647,263
3449,4,647,404
3450,4,647,404
3451,0,648,381
3452,0,649,141
3453,2,649,141
3454,4,650,406
3455,2,650,141
3456,4,651,44
3457,0,652,263
3458,6,652,263
3459,2,652,263
3460,6,652,197
3461,0,652,197
3462,4,652,404
3463,2,653,263
3464,4,653,404
3465,1,653,349
3466,3,653,349
3467,0,653,381
3468,1,654,188
3469,1,654,224
3470,0,655,141
3471,3,655,147
3472,1,655,147
3473,2,655,141
3474,1,655,387
3475,2,655,141
3476,4,655,406
3477,6,657,263
3478,0,657,263
3479,6,657,197
3480,0,657,197
3481,2,657,263
3482,3,657,201
3483,1,657,201
3484,5,657,466
3485,2,658,263
3486,4,658,404
3487,0,659,381
3488,4,659,44
3489,0,660,141
3490,2,660,141
3491,2,660,141
3492,4,661,406
3493,9,662,62
3494,5,662,62
3495,8,662,45
3496,9,662,45
3497,16,662,45
3498,15,662,45
3499,14,662,45
3500,4,662,231
3501,6,662,263
3502,0,662,263
3503,2,663,263
3504,6,663,197
3505,0,663,197
3506,2,663,263
3507,4,663,404
3508,4,663,404
3509,3,664,224
3510,1,664,224
3511,4,664,231
3512,0,664,381
3513,4,664,44
3514,0,666,141
3515,2,666,141
3516,2,666,141
3517,4,666,406
3518,6,668,263
3519,0,668,263
3520,6,668,197
3521,0,668,197
3522,2,668,263
3523,0,668,197
3524,2,669,263
3525,1,669,149
3526,4,669,404
3527,0,670,381
3528,0,671,199
3529,3,671,342
3530,1,671,342
3531,0,671,141
3532,2,671,141
3533,2,671,141
3534,4,672,406
3535,6,673,263
3536,0,673,263
3537,6,673,197
3538,0,673,197
3539,2,673,263
3540,2,674,263
3541,4,674,404
3542,11,675,337
3543,7,675,337
3544,0,675,381
3545,0,676,141
3546,1,677,39
3547,4,678,406
3548,4,678,406
3549,6,679,263
3550,0,679,263
3551,1,679,201
3552,3,679,201
3553,0,679,263
3554,4,680,404
3555,3,680,346
3556,1,680,346
3557,3,680,149
3558,1,680,149
3559,4,680,404
3560,0,680,381
3561,4,681,404
3562,0,682,141
3563,2,682,141
3564,2,682,141
3565,4,683,406
3566,4,683,110
3567,0,684,263
3568,6,684,263
3569,0,684,263
3570,2,684,263
3571,2,685,263
3572,4,685,110
3573,1,685,224
3574,4,686,404
3575,0,686,381
3576,4,686,404
3577,1,686,272
3578,3,686,272
3579,0,687,141
3580,2,687,141
3581,1,687,149
3582,2,687,141
3583,1,688,10
3584,3,688,10
3585,4,689,406
3586,6,689,263
3587,0,689,263
3588,2,690,263
3589,2,690,263
3590,1,690,387
3591,4,690,110
3592,0,691,381
3593,4,691,404
3594,4,692,404
3595,1,692,346
3596,1,692,149
3597,1,693,147
3598,0,693,141
3599,2,693,141
3600,2,693,141
3601,1,694,188
3602,4,694,406
3603,6,695,263
3604,0,695,263
3605,0,695,263
3606,0,697,381
3607,4,697,404
3608,4,697,404
3609,1,697,224
3610,3,697,224
3611,0,698,141
3612,2,698,141
3613,3,698,95
3614,1,698,95
3615,2,699,141
3616,3,700,292
3617,1,700,292
3618,4,700,406
3619,6,700,263
3620,0,700,263
3621,2,700,263
3622,3,701,349
3623,1,701,349
3624,2,701,263
3625,0,702,381
3626,4,702,404
3627,4,702,404
3628,0,703,141
3629,2,704,141
3630,1,704,147
3631,4,705,406
3632,6,706,263
3633,0,706,263
3634,2,706,263
3635,0,707,381
3636,4,708,404
3637,4,708,404
3638,0,709,141
3639,2,709,141
3640,2,710,141
3641,6,711,263
3642,0,711,263
3643,4,711,406
3644,2,711,263
3645,1,711,147
3646,3,711,147
3647,2,712,263
3648,0,713,381
3649,1,713,349
3650,4,713,404
3651,4,714,404
3652,0,714,141
3653,2,714,141
3654,2,715,141
3655,1,715,149
3656,3,715,149
3657,6,716,263
3658,0,716,263
3659,2,717,263
3660,4,717,406
3661,2,717,263
3662,3,717,147
3663,1,717,147
3664,4,718,44
3665,0,718,381
3666,4,719,404
3667,4,719,404
3668,0,720,141
3669,2,720,141
3670,1,720,387
3671,3,720,387
3672,2,721,141
3673,6,722,263
3674,0,722,263
3675,4,722,406
3676,0,724,381
3677,4,724,404
3678,4,725,404
3679,0,725,141
3680,2,725,141
3681,2,726,141
3682,6,727,263
3683,0,727,263
3684,2,727,263
3685,4,728,406
3686,2,728,263
3687,0,729,381
3688,8,730,105
3689,4,730,404
3690,3,730,149
3691,1,730,149
3692,4,730,404
3693,0,730,141
3694,2,731,141
3695,2,731,141
3696,8,732,105
3697,1,732,201
3698,6,732,197
3699,13,732,197
3700,2,732,197
3701,0,732,197
3702,6,733,263
3703,0,733,263
3704,2,733,263
3705,2,733,263
3706,4,733,406
3707,3,734,188
3708,1,734,188
3709,0,734,381
3710,4,735,404
3711,4,736,404
3712,0,736,141
3713,2,736,141
3714,2,737,141
3715,1,737,149
3716,1,737,387
3717,6,738,197
3718,0,738,197
3719,6,738,263
3720,0,738,263
3721,8,738,105
3722,3,738,349
3723,1,738,349
3724,7,738,258
3725,11,738,258
3726,4,739,406
3727,3,739,201
3728,1,739,201
3729,3,739,346
3730,1,739,346
3731,18,739,324
3732,4,740,44
3733,0,740,381
3734,3,740,39
3735,1,740,39
3736,4,741,404
3737,0,741,141
3738,2,741,141
3739,2,742,141
3740,3,743,272
3741,1,743,272
3742,6,743,197
3743,0,743,197
3744,6,743,263
3745,0,743,263
3746,2,743,263
3747,1,743,431
3748,3,743,431
3749,1,743,445
3750,3,743,445
3751,1,744,211
3752,3,744,211
3753,3,744,67
3754,1,744,67
3755,0,744,263
3756,2,744,263
3757,4,744,406
3758,1,745,99
3759,3,745,99
3760,0,745,381
3761,3,746,147
3762,1,746,147
3763,1,746,224
3764,3,746,224
3765,1,746,188
3766,3,746,188
3767,1,746,346
3768,1,746,201
3769,4,746,404
3770,0,747,141
3771,4,747,404
3772,6,749,197
3773,0,749,197
3774,6,749,263
3775,0,749,263
3776,0,749,263
3777,1,749,272
3778,2,749,263
3779,2,749,263
3780,4,750,406
3781,1,750,349
3782,3,750,349
3783,0,751,381
3784,1,751,455
3785,3,751,455
3786,1,751,235
3787,3,751,235
3788,4,752,404
3789,0,752,141
3790,2,752,141
3791,4,752,404
3792,2,753,141
3793,3,754,149
3794,1,754,149
3795,6,754,197
3796,0,754,197
3797,6,754,263
3798,0,754,263
3799,2,754,263
3800,1,755,387
3801,3,755,387
3802,3,755,224
3803,1,755,224
3804,2,755,263
3805,1,755,272
3806,3,755,272
3807,4,755,406
3808,0,756,381
3809,5,756,199
3810,0,757,141
3811,4,758,404
3812,2,758,141
3813,2,758,141
3814,3,759,150
3815,1,759,150
3816,1,759,39
3817,6,759,197
3818,0,759,197
3819,6,760,263
3820,0,760,263
3821,3,760,455
3822,1,760,455
3823,2,760,263
3824,1,760,235
3825,3,760,235
3826,2,760,263
3827,4,761,406
3828,1,761,31
3829,3,761,31
3830,0,761,381
3831,3,762,342
3832,1,762,342
3833,0,763,141
3834,2,763,141
3835,4,763,404
3836,4,763,404
3837,2,764,141
3838,6,765,197
3839,0,765,197
3840,0,765,263
3841,6,765,263
3842,4,766,406
3843,0,767,381
3844,3,767,61
3845,1,767,61
3846,0,768,141
3847,2,768,141
3848,4,769,404
3849,2,769,141
3850,4,769,404
3851,1,770,387
3852,1,770,224
3853,6,770,263
3854,0,770,263
3855,2,770,263
3856,2,771,263
3857,4,772,406
3858,1,772,349
3859,3,772,349
3860,0,772,381
3861,0,774,141
3862,4,774,404
3863,6,776,263
3864,0,776,263
3865,2,776,263
3866,2,776,263
3867,1,776,39
3868,3,776,39
3869,4,777,406
3870,0,778,381
3871,1,779,147
3872,3,779,147
3873,0,779,141
3874,2,779,141
3875,4,780,404
3876,2,780,141
3877,4,780,404
3878,6,781,263
3879,0,781,263
3880,2,781,263
3881,3,782,349
3882,1,782,349
3883,2,782,263
3884,13,783,105
3885,6,783,105
3886,8,783,105
3887,2,783,105
3888,4,783,406
3889,0,783,381
3890,0,785,141
3891,2,785,141
3892,2,785,141
3893,4,785,404
3894,4,786,404
3895,1,786,201
3896,3,786,201
3897,1,786,292
3898,3,786,292
3899,6,786,263
3900,0,787,263
3901,1,787,349
3902,2,787,263
3903,8,787,105
3904,2,787,263
3905,8,788,105
3906,4,788,406
3907,0,788,381
3908,3,789,149
3909,1,789,149
3910,1,789,150
3911,3,789,150
3912,0,790,141
3913,2,790,141
3914,4,791,404
3915,2,791,141
3916,4,791,404
3917,1,791,188
3918,1,791,147
3919,1,791,272
3920,4,791,110
3921,6,792,263
3922,0,792,263
3923,2,792,263
3924,4,792,110
3925,2,792,263
3926,4,793,99
3927,1,794,346
3928,4,794,406
3929,0,794,381
3930,7,794,99
3931,11,795,99
3932,0,795,141
3933,2,796,141
3934,2,796,141
3935,1,796,147
3936,4,796,404
3937,4,797,404
3938,4,797,110
3939,6,797,263
3940,0,797,263
3941,2,797,263
3942,13,798,99
3943,2,798,99
3944,2,798,263
3945,3,799,149
3946,1,799,149
3947,0,799,381
3948,4,799,406
3949,6,800,99
3950,3,800,349
3951,1,800,349
3952,0,801,141
3953,8,801,105
3954,18,801,298
3955,4,802,404
3956,6,803,263
3957,0,803,263
3958,2,803,263
3959,2,803,263
3960,0,805,381
3961,4,805,406
3962,1,805,201
3963,4,805,99
3964,0,806,141
3965,2,806,141
3966,1,807,349
3967,3,807,349
3968,2,807,141
3969,4,807,404
3970,4,808,404
3971,6,808,263
3972,0,808,263
3973,7,809,57
3974,11,809,57
3975,1,809,188
3976,0,810,381
3977,4,810,406
3978,0,812,141
3979,2,812,141
3980,2,812,141
3981,4,813,404
3982,1,813,53
3983,3,813,53
3984,4,813,404
3985,6,813,263
3986,0,813,263
3987,2,814,263
3988,2,814,263
3989,0,815,381
3990,4,816,406
3991,13,816,53
3992,2,816,53
3993,6,817,53
3994,0,817,141
3995,4,818,404
3996,4,819,404
3997,0,819,263
3998,6,819,263
3999,2,819,263
4000,2,819,263
4001,0,821,381
4002,3,821,387
4003,1,821,387
4004,4,821,406
4005,0,822,141
4006,1,823,149
4007,3,823,149
4008,2,823,141
4009,2,823,141
4010,4,824,404
4011,6,824,263
4012,4,824,404
4013,0,824,263
4014,13,825,16
4015,19,825,449
4016,7,825,449
4017,10,825,449
4018,21,825,16
4019,11,825,449
4020,2,825,16
4021,11,825,449
4022,0,826,381
4023,4,827,406
4024,1,827,362
4025,3,827,362
4026,0,828,141
4027,2,828,141
4028,2,828,141
4029,3,829,40
4030,1,829,40
4031,1,829,16
4032,3,829,16
4033,4,829,404
4034,0,830,263
4035,6,830,263
4036,2,830,263
4037,3,830,361
4038,1,830,361
4039,3,830,23
4040,1,830,23
4041,3,830,382
4042,1,830,382
4043,2,830,263
4044,1,831,29
4045,3,831,29
4046,0,832,381
4047,4,833,406
4048,0,833,141
4049,2,833,141
4050,2,834,141
4051,7,834,4
4052,11,834,4
4053,4,835,404
4054,6,835,263
4055,0,835,263
4056,2,835,197
4057,13,835,197
4058,6,835,197
4059,0,835,197
4060,3,835,150
4061,1,835,150
4062,0,835,263
4063,2,835,263
4064,0,835,263
4065,2,835,263
4066,4,835,404
4067,7,836,258
4068,11,836,258
4069,11,836,258
4070,3,836,387
4071,1,836,387
4072,18,837,324
4073,3,837,260
4074,1,837,260
4075,0,837,381
4076,1,837,149
4077,4,838,406
4078,0,839,141
4079,2,839,141
4080,3,839,92
4081,1,839,92
4082,3,839,105
4083,1,839,105
4084,1,839,330
4085,3,839,330
4086,2,839,141
4087,6,840,197
4088,6,840,263
4089,0,840,197
4090,0,840,263
4091,4,841,404
4092,2,841,263
4093,1,841,431
4094,3,841,431
4095,1,841,99
4096,2,841,263
4097,3,841,99
4098,3,841,445
4099,1,841,445
4100,8,842,449
4101,8,842,449
4102,8,843,449
4103,0,843,381
4104,7,843,449
4105,18,843,315
4106,5,843,176
4107,10,843,449
4108,14,843,449
4109,15,843,449
4110,8,843,449
4111,4,844,406
4112,8,844,449
4113,14,844,449
4114,0,844,141
4115,16,844,449
4116,5,844,176
4117,10,844,449
4118,8,844,449
4119,7,844,449
4120,14,844,449
4121,5,844,176
4122,10,844,449
4123,8,845,449
4124,18,845,315
4125,7,845,449
4126,5,845,176
4127,10,845,176
4128,15,845,449
4129,8,845,449
4130,1,845,346
4131,3,845,346
4132,5,845,176
4133,7,845,449
4134,10,845,449
4135,8,845,449
4136,6,846,263
4137,0,846,263
4138,6,846,197
4139,0,846,197
4140,8,846,449
4141,7,846,449
4142,18,846,315
4143,5,846,176
4144,10,846,449
4145,2,846,263
4146,14,846,449
4147,10,846,176
4148,4,846,404
4149,8,846,449
4150,7,846,449
4151,10,846,449
4152,10,846,176
4153,4,846,404
4154,10,846,176
4155,2,846,263
4156,15,846,449
4157,10,846,176
4158,6,846,29
4159,6,847,16
4160,10,847,176
4161,10,847,176
4162,7,847,449
4163,5,847,176
4164,18,847,315
4165,10,847,176
4166,8,847,449
4167,10,847,449
4168,7,847,449
4169,5,847,176
4170,15,847,449
4171,14,847,449
4172,10,847,449
4173,10,847,176
4174,10,848,176
4175,10,848,449
4176,0,848,381
4177,6,848,16
4178,13,848,16
4179,7,848,16
4180,19,848,449
4181,21,848,16
4182,7,848,449
4183,10,848,449
4184,11,848,449
4185,11,848,16
4186,2,848,16
4187,11,848,449
4188,10,848,176
4189,8,848,449
4190,18,848,315
4191,5,848,176
4192,14,849,449
4193,7,849,449
4194,5,849,176
4195,18,849,315
4196,10,849,176
4197,7,849,449
4198,18,849,315
4199,5,849,176
4200,10,849,449
4201,4,849,406
4202,10,849,176
4203,10,849,449
4204,10,849,176
4205,0,849,141
4206,8,849,449
4207,16,849,449
4208,7,849,449
4209,10,850,176
4210,10,850,449
4211,2,850,141
4212,15,850,449
4213,1,850,188
4214,1,850,387
4215,3,850,387
4216,18,850,315
4217,8,850,449
4218,5,850,176
4219,2,850,141
4220,14,850,449
4221,5,850,210
4222,8,850,449
4223,14,851,449
4224,1,851,147
4225,6,851,197
4226,3,851,147
4227,0,851,197
4228,6,851,263
4229,0,851,263
4230,8,852,449
4231,4,852,404
4232,5,852,176
4233,18,852,315
4234,15,852,449
4235,14,852,449
4236,4,852,404
4237,16,852,449
4238,5,852,176
4239,18,852,315
4240,7,852,449
4241,10,852,449
4242,10,852,176
4243,10,852,449
4244,14,852,449
4245,15,852,449
4246,10,852,176
4247,10,852,176
4248,3,852,361
4249,1,852,361
4250,3,852,40
4251,1,852,40
4252,3,853,23
4253,1,853,23
4254,1,853,382
4255,3,853,382
4256,10,853,449
4257,10,853,176
4258,3,853,16
4259,1,853,16
4260,16,853,449
4261,5,853,176
4262,10,853,449
4263,3,853,29
4264,1,853,29
4265,0,853,381
4266,16,854,324
4267,7,854,68
4268,6,854,324
4269,7,854,68
4270,23,854,324
4271,23,854,68
4272,7,854,324
4273,9,854,68
4274,9,854,324
4275,18,854,110
4276,21,854,324
4277,13,854,324
4278,18,854,332
4279,18,854,332
4280,18,854,139
4281,11,854,324
4282,2,854,324
4283,11,854,68
4284,8,854,449
4285,14,854,449
4286,8,855,449
4287,5,855,176
4288,4,855,406
4289,8,855,449
4290,0,855,141
4291,1,855,438
4292,3,855,438
4293,2,855,141
4294,14,855,449
4295,1,855,112
4296,3,855,112
4297,2,855,141
4298,1,855,455
4299,3,855,455
4300,8,855,449
4301,11,856,68
4302,11,856,453
4303,1,856,387
4304,3,856,149
4305,8,856,449
4306,1,856,149
4307,18,856,315
4308,5,856,176
4309,7,856,449
4310,1,856,31
4311,10,856,176
4312,3,856,31
4313,3,856,235
4314,1,856,235
4315,1,856,342
4316,14,856,449
4317,3,856,342
4318,3,856,307
4319,8,856,449
4320,1,856,307
4321,18,857,315
4322,7,857,449
4323,5,857,176
4324,6,857,197
4325,10,857,449
4326,10,857,176
4327,0,857,197
4328,11,857,68
4329,6,857,263
4330,0,857,263
4331,15,857,449
4332,10,857,176
4333,2,857,263
4334,7,857,449
4335,18,857,315
4336,5,857,176
4337,10,857,449
4338,10,857,176
4339,10,857,176
4340,4,857,404
4341,11,857,68
4342,2,857,263
4343,1,857,224
4344,3,857,224
4345,3,857,388
4346,1,857,388
4347,3,857,122
4348,1,857,122
4349,3,857,221
4350,1,857,221
4351,3,857,49
4352,1,857,49
4353,1,857,278
4354,3,857,353
4355,3,857,278
4356,1,857,90
4357,1,857,271
4358,3,857,271
4359,4,857,404
4360,1,857,353
4361,3,857,90
4362,3,857,212
4363,1,857,212
4364,3,857,372
4365,3,857,98
4366,1,857,150
4367,3,857,339
4368,11,857,68
4369,1,857,414
4370,1,857,372
4371,3,857,150
4372,3,857,414
4373,1,857,339
4374,1,857,98
4375,1,858,280
4376,3,858,247
4377,1,858,332
4378,3,858,348
4379,3,858,332
4380,3,858,280
4381,1,858,348
4382,1,858,247
4383,3,858,115
4384,3,858,194
4385,3,858,12
4386,1,858,115
4387,3,858,262
4388,1,858,213
4389,3,858,213
4390,1,858,12
4391,3,858,6
4392,1,858,194
4393,3,858,153
4394,1,858,153
4395,3,858,97
4396,1,858,97
4397,1,858,6
4398,1,858,262
4399,1,858,273
4400,3,858,264
4401,1,858,155
4402,3,858,244
4403,1,858,464
4404,3,858,155
4405,3,858,464
4406,3,858,273
4407,1,858,244
4408,1,858,264
4409,1,858,218
4410,3,858,218
4411,1,858,294
4412,3,858,294
4413,1,858,135
4414,1,858,379
4415,3,858,379
4416,1,858,432
4417,3,858,135
4418,3,858,432
4419,1,858,301
4420,1,858,234
4421,3,858,234
4422,1,858,156
4423,1,858,252
4424,3,858,252
4425,3,858,301
4426,3,858,156
4427,1,858,468
4428,3,858,47
4429,3,858,419
4430,1,858,258
4431,3,858,95
4432,3,858,258
4433,3,858,468
4434,1,858,47
4435,1,858,419
4436,1,858,95
4437,3,858,317
4438,3,858,19
4439,1,858,317
4440,1,858,19
4441,1,858,237
4442,3,858,237
4443,8,858,449
4444,6,858,29
4445,11,858,68
4446,6,858,16
4447,14,858,449
4448,8,858,449
4449,11,858,68
4450,3,859,43
4451,1,859,43
4452,3,859,324
4453,1,859,324
4454,3,859,61
4455,1,859,61
4456,0,859,381
4457,3,859,445
4458,1,859,139
4459,3,859,139
4460,1,859,445
4461,1,859,263
4462,3,859,263
4463,11,859,68
4464,7,859,258
4465,11,859,258
4466,11,859,258
4467,1,860,272
4468,18,860,324
4469,21,860,431
4470,13,860,431
4471,2,860,431
4472,4,860,406
4473,0,860,141
4474,2,860,141
4475,2,861,141
4476,13,862,348
4477,6,862,197
4478,0,862,197
4479,2,862,348
4480,6,862,263
4481,0,862,263
4482,2,862,263
4483,2,862,263
4484,4,863,404
4485,4,863,404
4486,7,863,4
4487,11,863,4
4488,6,863,348
4489,4,863,348
4490,0,864,381
4491,6,865,324
4492,8,865,449
4493,0,866,141
4494,4,866,406
4495,2,866,141
4496,2,866,141
4497,0,867,197
4498,6,867,197
4499,3,867,147
4500,1,867,147
4501,3,867,330
4502,1,867,330
4503,0,867,263
4504,6,867,263
4505,1,868,272
4506,3,868,272
4507,1,868,105
4508,3,868,105
4509,2,868,263
4510,1,868,92
4511,3,868,92
4512,0,868,263
4513,4,868,404
4514,4,868,404
4515,2,868,263
4516,7,869,99
4517,18,869,298
4518,11,869,99
4519,0,870,381
4520,0,871,141
4521,4,871,406
4522,2,871,141
4523,16,871,146
4524,10,871,146
4525,1,871,387
4526,13,872,99
4527,2,872,99
4528,8,873,146
4529,6,873,197
4530,0,873,197
4531,6,873,263
4532,0,873,263
4533,2,873,263
4534,2,873,263
4535,8,874,146
4536,5,874,203
4537,4,874,404
4538,1,874,342
4539,3,874,342
4540,6,874,99
4541,4,874,404
4542,0,875,381
4543,1,876,272
4544,3,876,272
4545,0,876,141
4546,2,877,141
4547,4,877,406
4548,2,877,141
4549,1,877,39
4550,3,877,39
4551,0,878,197
4552,6,878,197
4553,4,878,283
4554,4,878,159
4555,6,878,263
4556,0,878,263
4557,2,878,263
4558,2,878,263
4559,18,879,298
4560,4,879,404
4561,7,880,4
4562,11,880,4
4563,3,880,169
4564,1,880,169
4565,3,880,149
4566,1,880,149
4567,0,880,381
4568,0,881,199
4569,13,881,199
4570,6,881,199
4571,0,881,199
4572,2,881,199
4573,4,881,283
4574,0,882,141
4575,2,882,141
4576,2,882,141
4577,4,882,406
4578,6,884,197
4579,0,884,197
4580,6,884,263
4581,0,884,263
4582,3,884,92
4583,1,884,92
4584,2,884,263
4585,1,884,105
4586,3,884,105
4587,1,884,31
4588,3,884,31
4589,1,884,330
4590,3,884,330
4591,2,884,263
4592,4,885,404
4593,1,885,272
4594,3,885,272
4595,3,885,149
4596,1,885,149
4597,1,885,387
4598,3,885,387
4599,3,885,455
4600,1,885,455
4601,3,885,342
4602,3,885,235
4603,1,885,235
4604,1,885,342
4605,0,886,381
4606,0,887,141
4607,1,888,395
4608,3,888,395
